estimator,allocator,pred_vol_mean,real_vol_mean,bias_pct,mae_vol,rmse_vol,qlike,mse_var,corr_pred_real,avg_enb,sample_avg_cond,sample_avg_eff_rank,q,n
rmt_soft,equal_weight,0.009508,0.008177,16.275456,0.003317,0.004706,0.675642,0.000000,0.101255,23.533393,241.305016,11.405472,0.250000,36
rmt_soft,hrp,0.007295,0.006638,9.886972,0.002313,0.003308,0.449399,0.000000,0.156687,22.765133,241.305016,11.405472,0.250000,36
rmt_soft,inverse_variance,0.007548,0.006697,12.706892,0.002481,0.003536,0.556773,0.000000,0.124748,24.627232,241.305016,11.405472,0.250000,36
rmt_soft,max_diversification,0.007235,0.007067,2.370429,0.001945,0.002758,0.221329,0.000000,0.308222,11.368942,241.305016,11.405472,0.250000,36
rmt_soft,minimum_variance,0.006134,0.006264,-2.064490,0.001651,0.002331,0.221432,0.000000,0.195051,8.789314,241.305016,11.405472,0.250000,36
rmt_soft,risk_parity,0.007809,0.006974,11.977327,0.002542,0.003661,0.532989,0.000000,0.166009,30.000000,241.305016,11.405472,0.250000,36
sample,equal_weight,0.009506,0.008177,16.255438,0.003316,0.004706,0.675457,0.000000,0.101371,23.543413,241.305016,11.405472,0.250000,36
sample,hrp,0.007303,0.006606,10.548192,0.002277,0.003278,0.462787,0.000000,0.152100,22.941100,241.305016,11.405472,0.250000,36
sample,inverse_variance,0.007586,0.006713,13.009408,0.002501,0.003561,0.567516,0.000000,0.122175,24.657096,241.305016,11.405472,0.250000,36
sample,max_diversification,0.007203,0.007089,1.618225,0.001961,0.002724,0.214065,0.000000,0.314973,10.148121,241.305016,11.405472,0.250000,36
sample,minimum_variance,0.006116,0.006274,-2.518350,0.001683,0.002339,0.226340,0.000000,0.182608,8.444588,241.305016,11.405472,0.250000,36
sample,risk_parity,0.007807,0.006974,11.947319,0.002542,0.003661,0.532727,0.000000,0.166290,30.000000,241.305016,11.405472,0.250000,36
