universe,estimator,allocator,window,frequency,cost_bps,sigma_method,sharpe,sharpe_net,ann_return_net,ann_volatility,max_drawdown,calmar,avg_turnover,avg_enb,avg_dr,sharpe_per_turnover
cn_sector_etf,rmt_hard,max_diversification,252,monthly,10.000000,median_bulk,0.325925,0.319482,0.040957,0.165155,0.275618,0.152577,0.087163,4.411839,1.540539,3.665319
cn_sector_etf,rmt_soft,equal_weight,252,monthly,10.000000,median_bulk,0.137308,0.135746,0.007833,0.219824,0.326079,0.025094,0.028134,14.661512,1.316162,4.824982
cn_sector_etf,rmt_soft,inverse_variance,252,monthly,10.000000,median_bulk,0.138038,0.135380,0.009220,0.189556,0.285046,0.034139,0.041506,14.783180,1.335332,3.261731
cn_sector_etf,rmt_soft,minimum_variance,252,monthly,10.000000,median_bulk,0.173898,0.166553,0.014405,0.144387,0.231729,0.066801,0.087940,5.213177,1.373840,1.893945
cn_sector_etf,rmt_soft,risk_parity,252,monthly,10.000000,median_bulk,0.149999,0.147766,0.011489,0.193186,0.293215,0.040678,0.035454,16.000000,1.365235,4.167820
cn_sector_etf,rmt_soft,hrp,252,monthly,10.000000,median_bulk,0.129362,0.125138,0.007578,0.180323,0.275514,0.030300,0.062951,14.319685,1.345408,1.987858
cn_sector_etf,rmt_soft,max_diversification,252,monthly,10.000000,median_bulk,0.320158,0.313939,0.040257,0.166544,0.273830,0.150912,0.085042,4.738951,1.540252,3.691592
cn_sector_etf,rmt_rie,equal_weight,252,monthly,10.000000,median_bulk,0.137308,0.135746,0.007833,0.219824,0.326079,0.025094,0.028134,14.662109,1.336800,4.824982
cn_sector_etf,rmt_rie,inverse_variance,252,monthly,10.000000,median_bulk,0.132152,0.129494,0.008056,0.190370,0.288443,0.029708,0.041702,14.664424,1.351991,3.105181
cn_sector_etf,rmt_rie,minimum_variance,252,monthly,10.000000,median_bulk,0.166728,0.159605,0.013379,0.144069,0.233175,0.061833,0.084987,5.216226,1.395571,1.877999
cn_sector_etf,rmt_rie,risk_parity,252,monthly,10.000000,median_bulk,0.148446,0.146216,0.011181,0.193283,0.293487,0.039590,0.035424,16.000000,1.387866,4.127552
cn_sector_etf,rmt_rie,hrp,252,monthly,10.000000,median_bulk,0.132975,0.128313,0.008106,0.182298,0.278785,0.032160,0.070431,14.215219,1.365703,1.821831
cn_sector_etf,rmt_rie,max_diversification,252,monthly,10.000000,median_bulk,0.286287,0.279995,0.034280,0.165757,0.275118,0.128497,0.085996,5.178954,1.558388,3.255908
cn_sector_etf,factor_model,equal_weight,252,monthly,10.000000,median_bulk,0.137308,0.135746,0.007833,0.219824,0.326079,0.025094,0.028134,14.665330,1.295242,4.824982
cn_sector_etf,factor_model,inverse_variance,252,monthly,10.000000,median_bulk,0.135628,0.132984,0.008745,0.190009,0.286900,0.032255,0.041381,14.799303,1.315840,3.213600
cn_sector_etf,factor_model,minimum_variance,252,monthly,10.000000,median_bulk,0.206925,0.199658,0.019155,0.143031,0.220778,0.091549,0.086078,4.988565,1.370886,2.319505
cn_sector_etf,factor_model,risk_parity,252,monthly,10.000000,median_bulk,0.153021,0.150729,0.012079,0.192609,0.292662,0.042806,0.036291,16.000000,1.346322,4.153378
cn_sector_etf,factor_model,hrp,252,monthly,10.000000,median_bulk,0.146082,0.141676,0.010583,0.180853,0.276428,0.041206,0.065709,14.200298,1.329775,2.156125
cn_sector_etf,factor_model,max_diversification,252,monthly,10.000000,median_bulk,0.321444,0.314896,0.038854,0.157450,0.240410,0.166041,0.085166,4.032386,1.548976,3.697422
us_single_stock,sample,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,23.543413,1.954140,32.344876
us_single_stock,sample,inverse_variance,120,monthly,10.000000,median_bulk,0.945544,0.938397,0.107980,0.116933,0.116722,0.932583,0.065663,24.657096,1.941435,14.291056
us_single_stock,sample,minimum_variance,120,monthly,10.000000,median_bulk,0.622371,0.599849,0.059728,0.106218,0.087094,0.714779,0.199156,8.444588,2.145927,3.011960
us_single_stock,sample,risk_parity,120,monthly,10.000000,median_bulk,1.084217,1.077838,0.127750,0.118542,0.129528,0.992308,0.057723,30.000000,2.117359,18.672630
us_single_stock,sample,hrp,120,monthly,10.000000,median_bulk,0.813540,0.799208,0.087387,0.113153,0.111237,0.801153,0.133162,22.046323,1.979706,6.001786
us_single_stock,sample,max_diversification,120,monthly,10.000000,median_bulk,1.442474,1.416182,0.145407,0.099860,0.104449,1.419922,0.212865,10.114589,2.447573,6.652959
us_single_stock,ledoit_wolf,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,23.881205,2.172067,32.344876
us_single_stock,ledoit_wolf,inverse_variance,120,monthly,10.000000,median_bulk,1.055938,1.049511,0.128831,0.123163,0.126951,1.021162,0.059246,26.613701,2.229405,17.714541
us_single_stock,ledoit_wolf,minimum_variance,120,monthly,10.000000,median_bulk,0.653872,0.634676,0.061103,0.101713,0.093707,0.673738,0.159630,11.675973,2.432515,3.975908
us_single_stock,ledoit_wolf,risk_parity,120,monthly,10.000000,median_bulk,1.101549,1.095359,0.132133,0.120422,0.131923,1.007407,0.056382,30.000000,2.368585,19.427465
us_single_stock,ledoit_wolf,hrp,120,monthly,10.000000,median_bulk,0.888012,0.875443,0.099134,0.116028,0.118792,0.847557,0.117758,23.875757,2.285581,7.434268
us_single_stock,ledoit_wolf,max_diversification,120,monthly,10.000000,median_bulk,1.146345,1.124700,0.112525,0.099607,0.109248,1.051502,0.177091,13.603483,2.624058,6.350979
us_single_stock,constant_corr,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,23.629960,1.954765,32.344876
us_single_stock,constant_corr,inverse_variance,120,monthly,10.000000,median_bulk,0.945544,0.938397,0.107980,0.116933,0.116722,0.932583,0.065663,24.734183,1.941842,14.291056
us_single_stock,constant_corr,minimum_variance,120,monthly,10.000000,median_bulk,0.620159,0.597855,0.059844,0.106867,0.087615,0.711730,0.198275,8.559943,2.117841,3.015282
us_single_stock,constant_corr,risk_parity,120,monthly,10.000000,median_bulk,1.083557,1.077243,0.128222,0.119056,0.130200,0.990786,0.057439,30.000000,2.109658,18.754525
us_single_stock,constant_corr,hrp,120,monthly,10.000000,median_bulk,0.820230,0.805309,0.088293,0.113341,0.109860,0.819969,0.137211,22.223959,1.979848,5.869113
us_single_stock,constant_corr,max_diversification,120,monthly,10.000000,median_bulk,1.405214,1.379624,0.144023,0.101780,0.108835,1.349921,0.212666,10.453430,2.422883,6.487276
us_single_stock,rmt_hard,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,23.543008,1.952410,32.344876
us_single_stock,rmt_hard,inverse_variance,120,monthly,10.000000,median_bulk,0.949629,0.942204,0.107765,0.116163,0.116231,0.934943,0.068078,24.645307,1.948099,13.840083
us_single_stock,rmt_hard,minimum_variance,120,monthly,10.000000,median_bulk,0.599720,0.577604,0.057116,0.105960,0.088150,0.675835,0.194240,8.339730,2.132563,2.973664
us_single_stock,rmt_hard,risk_parity,120,monthly,10.000000,median_bulk,1.080054,1.073559,0.127079,0.118446,0.129751,0.985556,0.058995,30.000000,2.113132,18.197521
us_single_stock,rmt_hard,hrp,120,monthly,10.000000,median_bulk,0.858096,0.843032,0.091415,0.111443,0.114073,0.817103,0.137547,22.204547,1.971631,6.129028
us_single_stock,rmt_hard,max_diversification,120,monthly,10.000000,median_bulk,1.259826,1.231937,0.123306,0.098746,0.104923,1.204070,0.226184,10.631747,2.434256,5.446605
us_single_stock,rmt_soft,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,23.533393,1.995531,32.344876
us_single_stock,rmt_soft,inverse_variance,120,monthly,10.000000,median_bulk,0.941136,0.933890,0.106891,0.116369,0.116266,0.926946,0.066371,24.627232,1.988379,14.070664
us_single_stock,rmt_soft,minimum_variance,120,monthly,10.000000,median_bulk,0.606677,0.586450,0.058137,0.106021,0.088564,0.681797,0.177133,8.789314,2.161025,3.310796
us_single_stock,rmt_soft,risk_parity,120,monthly,10.000000,median_bulk,1.082642,1.076272,0.127556,0.118555,0.129589,0.990340,0.057659,30.000000,2.157672,18.666099
us_single_stock,rmt_soft,hrp,120,monthly,10.000000,median_bulk,0.802973,0.789140,0.085818,0.112659,0.109047,0.802111,0.126905,22.369218,2.025715,6.218358
us_single_stock,rmt_soft,max_diversification,120,monthly,10.000000,median_bulk,1.340402,1.315812,0.135141,0.100623,0.106794,1.290879,0.200865,11.340954,2.461684,6.550717
us_single_stock,rmt_rie,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,23.473424,2.063852,32.344876
us_single_stock,rmt_rie,inverse_variance,120,monthly,10.000000,median_bulk,0.938518,0.931292,0.106881,0.116729,0.118445,0.909801,0.066353,24.739317,2.055400,14.035500
us_single_stock,rmt_rie,minimum_variance,120,monthly,10.000000,median_bulk,0.536843,0.517291,0.050271,0.105653,0.091530,0.572727,0.170865,9.325017,2.208306,3.027487
us_single_stock,rmt_rie,risk_parity,120,monthly,10.000000,median_bulk,1.077365,1.071056,0.127352,0.119015,0.131311,0.975757,0.057300,30.000000,2.225735,18.691942
us_single_stock,rmt_rie,hrp,120,monthly,10.000000,median_bulk,0.773680,0.760021,0.082647,0.113197,0.117216,0.719070,0.126586,22.443995,2.095233,6.003970
us_single_stock,rmt_rie,max_diversification,120,monthly,10.000000,median_bulk,1.229999,1.207685,0.125139,0.102402,0.111987,1.139736,0.186128,12.391152,2.501542,6.488455
us_single_stock,factor_model,equal_weight,120,monthly,10.000000,median_bulk,1.330402,1.326441,0.201481,0.147492,0.158149,1.277755,0.041009,22.710310,1.920201,32.344876
us_single_stock,factor_model,inverse_variance,120,monthly,10.000000,median_bulk,0.945544,0.938397,0.107980,0.116933,0.116722,0.932583,0.065663,25.333507,2.010504,14.291056
us_single_stock,factor_model,minimum_variance,120,monthly,10.000000,median_bulk,0.450426,0.433397,0.044104,0.114597,0.092289,0.499776,0.161183,8.081188,2.450989,2.688855
us_single_stock,factor_model,risk_parity,120,monthly,10.000000,median_bulk,1.053121,1.045562,0.120498,0.115642,0.119552,1.015554,0.067957,30.000000,2.223294,15.385660
us_single_stock,factor_model,hrp,120,monthly,10.000000,median_bulk,0.705525,0.689797,0.072830,0.111104,0.108406,0.688859,0.143856,21.333065,2.112628,4.795039
us_single_stock,factor_model,max_diversification,120,monthly,10.000000,median_bulk,0.983472,0.960900,0.097084,0.102096,0.092296,1.078526,0.187524,10.008990,2.679969,5.124131
